ID,Comment
ham,로미오와 줄리앳은 수족관씬이 아니라 해변 첫등장씬입니다!!!
ham,순위충님 영상좀 올리세요 제발
ham,아웃트로로 유명한 그 브금은 여러사람이 떠올라서 안쓰신건가
ham,수녀가 직업인것도 처음알았네
ham,썸네일 돈올 이라고 되있네욤
ham,그냥 저 브금들 여기저기서 예전부터 많이들어오던건데
ham,썸네일 돈올 미뗬고
ham,무인도에 표류하면 미키 마우스를 그려보세요 디즈니가 고소하려고 찾아옵니다
ham,새병이 아니고 헌병이라 이말이야
ham,쌍판대기도 안내놓코 똥꼬로 처먹는게 무슨 사람이 저리도 많아
ham,첫  브금은  우마  떠오른다
ham,형님 언제 돌아오십니까
ham,이미 다른 작가들도 따라한게 있는데 주술회전 표절논란은 그냥 억까 아닌가 우즈마키만 잘못한거지 다른건 그냥 억까같음
ham,인과연 아니고 죄와벌인데
ham,고기는 진주  하대동 수복갈비
ham,첫브금은 우마님이 더 생각나는데
ham,아 역겨운거 순대로 보는 것만으로도 이리 힘든데
ham,이진욱 포토라인에서 웃는 모습이 한동훈 꼭 닮아서 너무 웃겼음
ham,블랙핑크 인데요
ham,근데 신기한점은 전부 필요한 직업임
ham,말하는 소리가 웅웅 거리네요
ham,순위충님 넘좋다 구독하자!!!!
ham,다시보니 단두대는 선녀였어!
ham,빈부격차가 그리심하지않네 한국이 진짜 상위랑 하위랑 저렇게보면 연봉차이가 심하지 않음
ham,그냥 모든 애니는 다 표절한거임 귀칼도 표절했고 블리치도 표절했고 나중에 애니가 나오면 나올수록 표절이라고 생각하는 세계관 많아지고 개판될거같음
ham,1주 전에 알고리즘 떠서 보려다 안보고 다시 떠서 들어왔는데 19세처리됬네
ham,역시 귀칼은 저기에 너면 안돼 이제 2기 나오고 끕이 달라
ham,걍 넘길려다 순위충 인거보고 들옴
ham,개소리하네
ham,저는 명량에서 웅장한 음악과 함께 류승룡이 등장할때 지려버렸습니다
ham,흑백 만화가는 몇위인지 궁금하다
ham,요즘 영상 안 올려줘
ham,Good
ham,너무재미있어요 게속나오면요 이것도처음부터끝까지다봤어요 50번넘게봤어요 안본영화는없어요 모든드라마펜이에요
ham,그래도 3대 등장씬은 관상의 이정재  늑대의 유혹 강동원 끝까지간다 조진웅
ham,첫번째는 우마채널에도 많이 들었는데
ham,얼굴제조기 bgm도 있는디
ham,마동석씨 영화는 다 봤어요
ham,또 파쿠리를 했느냐게게
ham,잔소리도 죄였어
ham,잭스패로우 저놈 연기는 짱이지만 현실은 인성쓰레기임
ham,헌병이병헌
ham,이런걸로 범죄자들 다 보내버리면 좋겟구만
ham,부산행은 영화관에서 볼때 사이다였는데 코로나시대 겪어보니 접촉자는 격리가 맞았음
ham,한국은 관상 이정재 등장씬이 레전드지
ham,체인소맨처럼 독창적으로 만들었어야지
ham,영상 보다가 참치 나와서 심쿵
ham,50%정도 비슷하면 넘어갈듯
ham,광고 개극혐이네
ham,얘 어디 갔냐
ham,어그로 말이안되는게 아니라 옥의티잖아
ham,찍새의 헤드락 장면은 감독이 다니던 학교에서 일어났던 실화
ham,아루브금 이야기가 우당탕탕대소동으로 바꿔 진다
ham,진짜 트포1 극장서보고 당시도 컴퓨터 그래픽의 절정을 달리는 시기여서 뭘봐도 그러려는했는데 십수년만의 비쥬얼쇼크였음
ham,11위는 트랜스포머보다 개인적으로 위이지만 11인것만으로도 만족 조커는 말할것도없이 탑이죠
ham,쩝쩝충매니아들 개많네
ham,저 19세에요
ham,아주 주관적인 관점으로 선정했네 별로 공감이 안되네
ham,솔직히 귀칼이 애니 덕분에 미치게 성공한거지 이렇게 1억을 금방 넘는게 좀 그렇다
ham,다스베이더 로그원 등장은 역대급 레전드지
ham,보면서 자해 멈췄습니다 감사합니다
ham,처음 구조대장은 너무 발연긴데
ham,약네렌1기보고2기 보니까 실망
ham,악인전 BGM에서 왜 온몸에 전율이 흘러나오지
ham,0위 학생
ham,헌병 저건 진짜 실수라기엔 예의가 존나없네
ham,쯔양 빼고 아는 사람이 없네
ham,아오
ham,역시 다크나이트 있을줄 알았다긔!!
ham,차단할게요
ham,사망여우 빼고 다 모르겠네
ham,오 전지현씨는 의외네요 비흡연자
ham,루이16센가 그사람이단두대애서조짐
ham,아이고
ham,지식의칼 브금도 조심해야 됨
ham,마동석은 현실판 먼치킨임
ham,와우 몰랐어오
ham,애초에 밀정이 3위나 2위는 해야되지않나 별 사이다 같지않은 사이다장면 때문에 밀정이 4위네 뭐 사람마다 다르겠지만
ham,윤석열은 독립운동가분들을 나쁜놈으로 만들고 있음
ham,누가 봐도 표절수준이고 백번천번 양보해서 오마주라고 해도 만화가 온통 오마주 덩어리면 그게 본인 작품이 맞나 싶음
ham,대부분 첨보는 사람들이네
ham,수양대군 대박이였지!
ham,변태들은  일부러 여자 많은 칸에  지옥철  탈듯
ham,그냥 겁나 시끄러운 브금
ham,다스베이더
ham,표절이 아니고 오마주
ham,10번 우리마누라한테 해주고싶다
ham,반말
ham,쥬라기 공원1편의 티라노 등장씬이 역대 최고지
ham,사약은 개천사였음
ham,이진욱은 신이다
ham,나는 초등이여서 19 금 못봄
ham,교회파네
ham,베이비시터 풀타임하면 돈잘벌어요
ham,뻑까 영상을 본적이 없어서 엔딩 브금 걍 좋다생각했는데 뻑까브금인건가
ham,20위 어디갔냐
ham,본인것이 하나도 없는 낭만 뒤진 파쿠리 만화
ham,우리 할아버지 농사하시는데 많이 벌어요
ham,일본놈 보다  더 나쁜 친일파놈들!!!
ham,스트리머 아니냐 레알 몇백원 버는 사람도있는데
ham,이선균은 마약해서 여기서 빼시는게 좋을듯요
ham,반지의제왕은 인정 킹정 저 뿔피리소리 굿굿 2편이랑 3편의 등장
ham,녹쇠황소 서프라이즈에서 봤음
ham,싫어요 많이 잡쒀
ham,이정재 만 생각남
ham,첫번째는 다큐 9분님 생각나는데
ham,후후 역시 귀칼이 최고야
ham,반지의 제왕은 두 개의 탑에서 엘프들 대군이 올 때
ham,목사
ham,모르는 사람이 너무 많음
ham,아직 안봤는데 늑대의유혹 강동원 무조건 있다
ham,내가찿음
ham,친일파들은 다 저리 응징해야 되는건데
ham,굿!
ham,이진욱 강동원 둘이 투탑 공동1위 얼굴이 선정의 이유
ham,대단하심
ham,아이언메이든 이거 슈퍼배드에 나왔던거 같음
ham,해설을 하지먈고 씬을 보여 달라고
ham,대한민국 학교 족구하라그래
ham,난 개인적으로 마동석이 에뛰드 광고찍은게 젤 조아
ham,밀정이 제대로 된 영화라면 친일파 보다 수백배 더 악랄한 공산주의 신봉자 김원봉을 미화하지 말았어야 함
ham,먹방은 보기만 해도 역겨운데 왜 이결 사람들이 보는지 이해가 안가네
ham,헌헌보셈
ham,쇼츠로 1000만 승비니 없노
ham,첫 번째 거 듣고 바로 비행기 생각남
ham,옥의티 찾는다고 고생 많으셨겠어요
ham,이야 이 집 주인장 잘 말았네
ham,쓰레기
ham,연평균 1000만원이면 잘버는거 아닌가
ham,차라리 할머니 배우를 쓰던가 아님 분장을 나이같이 하던가 진짜 더럽게 안어울리네 대학교 다닐 때 엉성하게 대충한 여장도 저거보단 퀄리티 높았겠다
ham,할일 더럽게 없네
ham,도모지는 보는 내가 숨막힌다
ham,이진욱은 이두나 등장신도 개쩔음
ham,아니 마지막마다 존나짜치네 버그투성이에 말도안들리고 맨날 죽기만하노
ham,녹화인데도 텐션 올리는거 보니까 멋있다 물쥐야!!
ham,와 이거보니까 에이펙스하러가야겠다
ham,얍얍 목소리 들을수록 신과함께 주인공 동생 같네
ham,물쥐 롤 시청자 없어도 열심히 텐션 올리는거 멋있다
ham,진짜 위화감이 전혀없다 진짜 힘들땐 쉬어가도좋으니 없어지지만 않았음 좋겠는 유튜버 항상 이렇게 노력해주는게 너무 고맙다 내 유일한 낙
ham,괴물쥐가 카피바라면 개추
ham,진짜 티원 미쳤다 진짜
ham,재미뗘 재미뗘
ham,사랑해
ham,약간 스타2 그래픽느낌인데
ham,드가자잉
ham,누가 카피바라 이딴거 할 때 디도스 좀 걸어라
ham,방종하고 19세 모드 몰래 한 괴물쥐면 개추
ham,이 영상 켜는데도 카카피피바바라라 광고나오네
ham,물쥐형 요즘돈필요한가 광고가많아졌네
ham,떳다 오물풍선
ham,그냥 롤체나 해주라 물쥐야
ham,뭔가 잔잔한게 옛날 닌텐도 광고같네
ham,괴물쥐처럼 달려왔습니다
ham,디도스 막아지면 미니언 하나당 캬 쳐야겠다 지환이형 수고했어
ham,그는 30발 탄창 3개를 사용후 용맹을 사용하였다
ham,오늘 영상 역대급이다 T1 우승을 축하하는듯 역대급 영상을 올리는구나 지환아 페선생님도 오늘 영상 보면서 맘놓고 웃음 좋겠다
ham,롤드컵과 경쟁하는 남자 장쥐환
ham,대 상 혁
ham,물쥐 광고좀하게 냅둬라 기영이도 광고보고 몇번먹었다 홧띵
ham,와 세상에 노돌리가 그리워질줄이야
ham,이터널리턴이랑 배그 짬뽕이라하면 슬픈건가요
ham,물쥐가 막내인 세계선
ham,평소 댓글 안달고 잘 보고 있는 1인인데 초반 얘기하는거 보고 진삼이 느껴졌어요 형 디도스 걸리는거에 형 잘못 1도없고 비방녹화던 종겜이던 항상 응원합니다 물쥐형 파이팅
ham,기다렸다
ham,라칸 궁 뺏은 페이커 사일러스처럼 달려왔습니다
ham,와 이래도 탈출안되네 어렵구나
ham,진짜 whssk 재밌네 좀보
ham,에라이 베댓은 물 건너갔네
ham,수면제 왔군
ham,이거완전 배틀라이트네
ham,이게 그 롤빡이형네서 만든 롤터널워치그라운드인가
ham,왤케 생방송보다 더 친근하게 느껴지지 채팅이 아니라 우리랑 바로 소통하는 느낌이라 그런가 너무좋네
ham,쥐보이드 굿
ham,물쥐형 욀케 귀엽지
ham,보는 입장에선 확실히 물쥐가 타유투버들보다 피드백도 빠르고 젤노력하는게 보이네 보는입장에선 참 고맙네
ham,재밌어요
ham,30초 전 이거 귀하군요
ham,컴퓨터하면서 뭔 재입대 드립이냐 라고 하면서 들어왔는데 재밌네요
ham,한동숙이랑 같이 있는 한명은 무조건 죽는다는 괴담이 있다
ham,좀보 컨텐츠는 탈출 성공하는게 짜치는거임
ham,디도스 맞은김에 물쥐의 삶 3편 만들어 주면 안되냐
ham,물쥐야 어제 녹방 올린거 봐줬더니 통수를 치네
ham,좀보이드 악기모드 은근 낭만있네
ham,물쥐님 카피바라 닮았어요
ham,그래도 이렇게나마 시청자랑 티키타카하는거 보니 좋네
ham,중학교때부터 대학교에 입학한 지금까지 내가 힘들때 항상 나에게 위안이 되었던 물쥐가 힘들어하는거보니까 마음이 너무 아프다 진짜 항상 응원하니까 꼭 끝까지 이겨내봅시다 진짜 너무 고맙다는 말 전해주고 싶고 항상 곁에는 이렇게 괴물쥐를 좋아하는 사람들이 많다는거 알고 있었으면 좋겠다 괴물쥐 화이팅 흐에 !!
ham,본체 영상에 좋댓구 하는것 보다 이런데 좋댓구 하는게 지환이 주머니에 도움이 되겠지 화이팅 해라
ham,물쥐 뒤졌을때 혼자 죽인게 다른 인원들이 죽인거보다 많노
ham,응애 영상 맛있당
ham,형 이거 이미 유튜브광고로 오백번은 본거같아
ham,혼자 녹방으로 하는것도 나름 재밌네요 고독한 미식가보는것 같기도 하고
ham,롤 말곤 영상 안보는데 썸네일 보고 못참고 들어옴
ham,형님 진짜 개멋있습니다 감사합니다
ham,쉣더뻑 시러시러 장쥐환!!!!!
ham,안올라오는줄알고 사지를 떨었네
ham,물쥐 진짜 혼자 게임하면서 오디어 빵빵하게 채워주는거 너무 고맙다 감사하다 흐에!!!
ham,아 내일이 드디어 커뮤니티 터지는 날인가 기대되네
ham,시청자랑 티키타카를 못한다면 차라리 고름이나 친한 스트리머랑 듀오하는 컨텐츠는 어떤가요 그러면 진짜 너무 재밌을거 같은데
ham,진짜 너무 재밋음 유일하게 다챙겨보는 물쥐
ham,물쥐가 하니까 더 재밌어보이네
ham,광고인데 잼써보이는건 처음이네
ham,혼자 녹화하면서 텐션 올리는거 넘 대단하당 응원할겡!
ham,롤 아니여도 되니깐 뭐 먹방이든 합방이든 뭐든 올려주라 다 재밋게 볼게요
ham,더보기 누르면 이미예씨 나오시는데 누구신가요
ham,진짜 좀보이드만 보면 시간가는줄 모른다 20분이 이렇게 빠르네
ham,오우야 프사 미쳤다 댓글들 몰려올 예정
ham,이거 안기다렸으면 개추
ham,비니시우스 발롱 못 받는거 꼬숩노 끼숩노 깨숩노
ham,진짜 우리 생각해주는 괴물쥐 너무 좋다
ham,역시 물쥐 좀보이드는 밤꽃 향 가득하게 남정네들만 소수로 모여서 하는게 젤 재밌음
ham,풀영상이랑 비교하니까 엄청 잘랐네 이거
ham,와근데 생방아닌데도 텐션 지리네 진짜 프로다
ham,밥먹으면서봐야지
ham,레전드 사건 발생
ham,쥐환이 코에 슈퍼바이브레이터 들어갈 듯
ham,너무 많아서 정신없고 몰입 떨어짐
ham,이 시간에 올라오면 뭔지 다들알잖아
ham,좀보도 이제 인기다떨어졌나보네 괴물쥐 유튭에 조회수 19만 1일이라니
ham,사실상 결승 끝나고 볼 영상이면 개추
ham,코시 기아 우승 했는대 리딸 기다리다가 이거 보는 사람 개추
ham,이터널리턴 화이팅
ham,빨리빨리 올리쇼 주인장 이건 마지막경고요
ham,이거 근데 괴물쥐가 광고하기 전부터 주변 친구들 하는애들 좀 있긴 하던데 그래서 깔아봄
ham,물쥐 방송 안 키고 하니깐 더 귀엽네
ham,시청자랑 티키타카가 없어서 아쉽지만 열심히 게임하는거 녹화해서 올려주니까 졸라 재미있네 잘 볼게 물쥐형
ham,형 나 오늘 생일이야
ham,13분에 나오는 노래 뭐였저라
ham,이것만 보고 자야겠다
ham,밥줘
ham,노벰버레인 캬
ham,물쥐야 같은 배틀로얄인 우리 이터널리턴도 한번해다오 부탁이다
ham,젠지 따운!!
ham,자기전에 딱 좋다야
ham,왔다 내 쥐카인
ham,형 열심히보고 겜도 깔아서 냄새 맡아봤어
ham,젠지 대떡당하는 속도로 달려왔습니다
ham,하트 누르면 수능 1등급씩 오름
ham,다 비켜 내가 주인공이야
ham,화질 왜 이래
ham,하루는 몰랭 느낌으로다가 조용히 찍어주면 밥먹을때 보기좋을것같아요
ham,경질된 텐하흐 처럼 울면서 왔습니다
ham,왜이렇게 늦게 올려!!
ham,똥 눌때 어떤 소리 내는지 적어보셈
ham,오늘 아침 수술인데 파이팅좀 해줘요
ham,1분 30초쯤에 남봉인데 룩삼이라고 되어있습니다
ham,얍얍이는 빼자
ham,물쥐는 군대 안간게 정말 다행이다
ham,이것만 기다리고있었다우
ham,채팅 없는 괴물쥐를 만나다
ham,괴물쥐는 유명한 카피바라임
ham,69소대 74소대 모였으니 이제 6974부대네
ham,그래그래 이해하마 내년에 서울로 이사간다고햇으니
ham,와 신창섭이 다니는 메이플의 모계회사인 넥슨에서 만든 슈퍼바이브 당장 하러가야겠다!
ham,배틀라이트랑 되게 비슷하네요 겜
ham,진짜 방송인으로서의 윤리의식 진짜 존경합니다
ham,광고 강점기 또시작했네
ham,재밌긴한데 하나가 찐텐부려서 좀 거슬리네
ham,뭐라도 달아야 베댓 될텐데 다들 좋은 하루나 보내셔요
ham,물쥐 댓글창 수위 실화냐
ham,손인욱 랄로 괴물쥐 든든하구마
ham,이것만 기다렸으면 개추
ham,항상 좋은영상 감사해요
ham,밴픽 중에 개처럼 허겁지겁 달려왔습니다
ham,억빠 아니고 롤 큐 잡으면서 귀환하면서 라인 복귀하면서 하기 좋은 게임인듯
ham,입대14시간전 최고의 선택
ham,개재밌네
ham,증명했다 T1
ham,오늘 물쥐 영상은 진짜 명작이다
ham,댓글단이 오기전에 베댓한번 먹어보고싶습니다
ham,시청자 없는데도 있는것처럼 진짜 텐션 좋네 볼때마다 대단하다고 느낌
ham,생방도 아닌데 저런 텐션 올리는거 대단하네 근데 녹화하다 무조건 현타 한번쯤 왔을거 같네
ham,썸네일에 완벽한 제목 안 올 수가 없었다
ham,젠지 다운!!!!
ham,나만 화질 못 바꾸냐
ham,안봤지만 좀보이드는 벌써 맛있어
ham,점점더 호감
ham,벌떡벌떡 일어나서 왔습니다
ham,이제 곧 19딱지 붙어있는 가계정이 배댓먹으러 달려올 예정
ham,롤드컵 유기하고 달려왔습니다
ham,예전에 아무것도 몰라서 어리바리 타다가 죽는 그 맛이 그립다
ham,하루를 끝내기전 최고의 선택
ham,티원 결승 가는 속도로 달려왔습니다
ham,군대에서 이걸 보는 내 인생 레전드
ham,아 거참 너무하네 2연속 꿀꿀이죽을주네
ham,처음 소곤소곤 보고 맘 아프다가 겜 시작하고 함박 웃음 지어지는 텐션 프로방송인 장쥐환!!
ham,캬 캐릭터가 지환이 닮아서 너무 귀여워요@@@
ham,딱 12시 취침 맞춰주네 고맙다 물쥐야
ham,댓글 원래 안쓰는데 다른유저들 디도스 피해 볼까봐 초심으로 돌아가서 유튜브로 보는 시청자들 위해서 열심히 멘트치고 텐션 올리는 물쥐님 멋지네요 화이팅입니다 흐에에에
ham,물쥐야 넌 진짜 방송 신이다
ham,지환이형 웃으면서 겜하니까 보기좋다
ham,아침부터 고봉밥을 든든하게 챙겨주시니 감사합니다
ham,히히 아껴서 봐야징
ham,파카파카 우는 카피바라
ham,물쥐님덕분에 귀여운 카피바라 20마리 분양해서 키우고있습니다
ham,삼식 명훈이가 재밌는 얘들이었구나
ham,합방의 김성태
ham,사용자에 승리랑 싸이뭐냐
ham,요즘 힘든데 광고쯤은 봐줘야지!
ham,자정 직전 야식
ham,페이커 또 애쉬 보는 속도로 달려왔습니다
ham,좀 시끄러윰
ham,존나빠르네
ham,썸네일 보고 개같이 달려왔다
ham,묵지기단단
ham,지금 써야 베댓인데 그냥 베댓 안될래요
ham,물쥐야 잘못했어
ham,쥐집자 승!!!!!!
ham,물쥐님 댓글 다읽어보신다들었습니다 진짜 리스펙합니다 재밋게보다가 중간에서야 채팅이없는걸알았어요 진짜 멋있네요
ham,어떻게 광고까지 사랑하겠어 물쥐형을 좋아하는거지
ham,너무 재밌당
ham,육구질4부대 화이팅!
ham,괴물지랑 사구고싶다
ham,이게 그 쇼츠 광고에 뜨는 거였구만
ham,T1 젠지 그리고 괴물쥐
ham,하나둘셋 티원화이팅
ham,대충 지금 올리면 못볼줄 알았냐며 궁시렁 거리는 댓글
ham,쥐집자 넌 이 세상 최고의 편집자다
ham,요즘 영상 뜸하긴하는데 잘하자 오늘 영상 보고간다
ham,진짜 내가 존나 좋아 하는 룩칸박얍쥐 너무 재미 있어서 쿠퍼액 나왔습니다
ham,방송 녹화본인줄 진짜 고맙다 잘한다 노력하는게 멋있다 너무
ham,물쥐님 몇 년째 구독 하고 댓글은 안 남겼는데 진짜 멋있네요 항상 응원하고 있어요 매일 이 텐션으로 방송하고 하시는 것도 힘들텐데 녹화방송에서도 이렇게 노력해주시고 하는 모습 정말 대단하다구 생각해요 매번 일상에 웃음을 주셔서 감사합니다 힘내세요
ham,와 올라와서 바로 봤다
ham,싸던거 끊고 달려왔습니다
ham,역시 같은 설치류 향우회
ham,섬네일 맛집 쥐튜브
ham,광고해도 사랑해 괴물쥐 항상 응원해 괴물쥐
ham,국감의 환자
ham,롤은 언제 줘
ham,와 편집잘했다
ham,귀한 롤 영상 헉헉
ham,열심히 하시네요
ham,환자마냥 존나 기어왔습니다
ham,1시까지 잠 안자고 영상올라와서 뛰어온거면 개추
ham,역시 샷건은 좋은 대화 수단이네
ham,좀보이드 진짜 개맛있으면 개추
ham,웨이보랑 BLG경기보고 달려왔습니다
ham,확실히 여기가 빨라
ham,요즘 늪지대 멤버분들 다른 대기업에도 나오니 뿌듯하다
ham,조온나재밌어보이네에에에!!!!!!!!!!!!!!!!!!!!!!
ham,달려오는 애들 싹다 아파트로 올려보냈습니다
ham,괴물쥐 화이팅
ham,기다려 롤드컵 끝나고 봐줄게
ham,똥 먹어본사람 좋아요
ham,젠장 또 대 상 혁 이야
ham,롤랜드고릴라
ham,군대안갔자나 괴물지 까부는거 귀엽네
ham,얍얍 존나 웃긴데 미필들은 안웃길듯
ham,군대가기 2일전 최고의 선택
ham,롤 영상 기다리는 사람 개추
ham,대물쥐 항상 화이팅이야!!! 이렇게 올려줘서 너무 고마워 너무 잘 보고있어
ham,그래 봐줄게
ham,티젠전 보면서 브레이크타임에 쥐튜브 보는 롤대남이면 개추
ham,내일 전역합니다!!
ham,지금 올리면 못볼줄알았제
ham,이시간에 올려도 본다
ham,팬들을 위해서 이렇게까지 해주셔서 감사하고 고생하십니다
ham,병준아 빨리 봐라
ham,하 잘려고했는데 또 괴물쥐야
ham,아크샨인줄 알고 들어왔는데 속았네
ham,수능 18일전 최고의 선택
ham,강행해 아저씨
ham,아직 댓글이 없습니다 뭔데 또 이시간에 영상 뭔데
ham,마스터 어떻게 갔냐 이런 피지컬로 레전드네
ham,이제 올리면 못 볼줄 알았지
ham,단단묵직좀 줘라
ham,빨리 달아야 겠다
ham,이시간에 올라오면 안봐도 다 알잖아^^
ham,날 풀렸는데 카피바라 언제 잡으러 가나요
ham,단단묵직 올려 당장 올리라고 단단묵직 올리라고 올려 올려 당장 올리라고 야임마 올려 이자식아 올리라고 단단묵직 올리라고 임마
ham,아크샨 시작한줄 알았네
ham,물쥐 유튜브 보는게 인생의 낙이다 이런 식으로라도 롤 영상 올려줘서 고맙다
ham,조니 소말리 턱주가리 돌리고 달려왔습니다
ham,자기 직전 최고의 선택
ham,이 조합에 조강현이 없네
ham,젠지 다운!!!!! BLG 나와!!!!!!!
ham,롤드컵 한참때 올리다니 아쉽구먼
ham,산보이드 보다가 이거 보니까 진짜 개 재미없네
ham,기아 우승하는속도로 달려왔습니다
ham,물쥐형 씹도스랑 대저방부 없으니까 점수도 쫙쫙 올라가네 항상 화이팅이야
ham,1분전 존나귀하다 담배 피면서 잘 보겠습니다
ham,키자마자 얍얍있길래 껐습니다
